document,element,frequency_in_document
212pondi,חייבים,19
212pondi,לעולם,19
212pondi,מטומטם,19
212pondi,סרטן,19
212pondi,ערבים,19
212pondi,פה,19
212pondi,פעם,19
212pondi,קשה,19
212pondi,שאתה,19
212pondi,תראו,19
212pondi,איזה,18
212pondi,אשכרה,18
212pondi,באמת,18
212pondi,הטרור,18
212pondi,היהודים,18
212pondi,המחבל,18
212pondi,המחבלים,18
212pondi,ואתם,18
212pondi,כאלה,18
212pondi,לתת,18
212pondi,שהוא,18
212pondi,שלו,18
212pondi,אסור,17
212pondi,אתכם,17
212pondi,לאן,17
212pondi,מלחמה,17
212pondi,נכון,17
212pondi,קיבינימט,17
212pondi,רטווט,17
212pondi,שהסמול,17
212pondi,שלום,17
212pondi,אחרת,16
212pondi,העולם,16
212pondi,והם,16
212pondi,וכו,16
212pondi,טרור,16
212pondi,כדי,16
212pondi,כמוך,16
212pondi,לטובת,16
212pondi,מדינת,16
212pondi,מטורף,16
212pondi,מתי,16
212pondi,שזה,16
212pondi,תקשיבו,16
212pondi,אומר,15
212pondi,איפה,15
212pondi,ארגון,15
212pondi,הימין,15
212pondi,לב,15
212pondi,למי,15
212pondi,למרות,15
212pondi,מחבל,15
212pondi,ממש,15
212pondi,מנהיג,15
212pondi,עדיין,15
212pondi,תדעו,15
212pondi,תהיה,15
212pondi,אוסלו,14
212pondi,אחוז,14
212pondi,בגלל,14
212pondi,בהם,14
212pondi,גנץ,14
212pondi,האלה,14
212pondi,הארץ,14
212pondi,החיילים,14
212pondi,המלחמה,14
212pondi,חי,14
212pondi,חייל,14
212pondi,חלק,14
212pondi,ליהודים,14
212pondi,לכולם,14
212pondi,לצה,14
212pondi,מבין,14
212pondi,מעזה,14
212pondi,נגדנו,14
212pondi,נשק,14
212pondi,ערוץ,14
212pondi,פעיל,14
212pondi,רגע,14
212pondi,רוצה,14
212pondi,שב,14
212pondi,שיש,14
212pondi,תנו,14
212pondi,אלפי,13
212pondi,אפילו,13
212pondi,בא,13
212pondi,בקלפי,13
212pondi,הבגץ,13
212pondi,הבוגדים,13
212pondi,המשפט,13
212pondi,הפושע,13
212pondi,והוא,13
212pondi,והסמול,13
212pondi,חד,13
212pondi,יהודי,13
212pondi,יקרים,13
212pondi,כזה,13
212pondi,כנ,13
212pondi,לנצח,13
212pondi,מדובר,13
212pondi,מהם,13
212pondi,מוסלמים,13
212pondi,ממשלה,13
212pondi,מספיק,13
212pondi,משפחות,13
212pondi,נפש,13
212pondi,עובדים,13
212pondi,עסקה,13
212pondi,קצת,13
212pondi,שום,13
212pondi,אויב,12
212pondi,אלופה,12
212pondi,אמר,12
212pondi,בכלל,12
212pondi,בלתי,12
212pondi,במיידי,12
212pondi,בסוף,12
212pondi,גדול,12
212pondi,גופות,12
212pondi,הכי,12
212pondi,הצבא,12
212pondi,ואת,12
212pondi,וגם,12
212pondi,וכל,12
212pondi,חיזבאללה,12
212pondi,חשבוננו,12
212pondi,יודע,12
212pondi,כפי,12
212pondi,מבינים,12
212pondi,מגיע,12
212pondi,מילה,12
212pondi,מצהל,12
212pondi,סוף,12
212pondi,עכשיו,12
212pondi,עליו,12
212pondi,עשה,12
212pondi,עשיתם,12
212pondi,פשוט,12
212pondi,פתח,12
212pondi,רוצחים,12
212pondi,שולטים,12
212pondi,שנים,12
212pondi,אולי,11
212pondi,אופציה,11
212pondi,בכלא,11
212pondi,בשקט,11
212pondi,דבר,11
212pondi,הגיע,11
212pondi,הולך,11
212pondi,הוראות,11
212pondi,הזמן,11
212pondi,הייתה,11
212pondi,המטרה,11
212pondi,הציבור,11
212pondi,ואנחנו,11
212pondi,ולכן,11
212pondi,ולמה,11
212pondi,ומה,11
212pondi,זאת,11
212pondi,טמבל,11
212pondi,יום,11
212pondi,יעזור,11
212pondi,לחיילים,11
212pondi,לסגור,11
212pondi,לסמול,11
212pondi,לעבוד,11
212pondi,לעזה,11
212pondi,לערבים,11
212pondi,לראש,11
212pondi,מדברים,11
212pondi,מחיר,11
212pondi,מלא,11
212pondi,מעל,11
212pondi,מפריע,11
212pondi,מראש,11
212pondi,נזק,11
212pondi,עוקבים,11
212pondi,עושה,11
212pondi,פושע,11
212pondi,רואים,11
212pondi,שהיא,11
212pondi,שהיה,11
212pondi,שוטרים,11
212pondi,תמשיכו,11
212pondi,אחר,10
212pondi,אחת,10
212pondi,אנשים,10
212pondi,בושה,10
212pondi,בירקון,10
212pondi,בית,10
212pondi,במיוחד,10
212pondi,דלת,10
212pondi,האם,10
212pondi,הביא,10
212pondi,הדמוקרטיה,10
212pondi,היו,10
212pondi,הים,10
212pondi,הכח,10
212pondi,הנה,10
212pondi,הסתה,10
212pondi,העיקר,10
212pondi,וואוו,10
212pondi,זמן,10
212pondi,חופש,10
212pondi,חיים,10
212pondi,חיסל,10
212pondi,יפה,10
212pondi,כעת,10
212pondi,לביבי,10
212pondi,להכניס,10
212pondi,לטייח,10
212pondi,מהסמול,10
212pondi,מספר,10
212pondi,מסרים,10
212pondi,מעניין,10
212pondi,עשו,10
212pondi,עשרות,10
212pondi,פחות,10
212pondi,פחחחחח,10
212pondi,צא,10
212pondi,ראית,10
212pondi,רוצים,10
212pondi,שאלות,10
212pondi,שאת,10
212pondi,שקמה,10
212pondi,שר,10
212pondi,תמיד,10
212pondi,אגב,9
212pondi,אחים,9
212pondi,אנשי,9
212pondi,אפשר,9
212pondi,בוגדת,9
212pondi,בוט,9
212pondi,ביום,9
212pondi,בערוצי,9
212pondi,בתשלום,9
212pondi,גביר,9
212pondi,דובר,9
212pondi,הבטיח,9
212pondi,היועמ,9
212pondi,הרפורמה,9
212pondi,השב,9
212pondi,ואין,9
212pondi,וחרפה,9
212pondi,חברים,9
212pondi,חדש,9
212pondi,חולים,9
212pondi,חושבים,9
212pondi,חיל,9
212pondi,חכם,9
212pondi,ילד,9
212pondi,לאחים,9
212pondi,להבין,9
212pondi,לומר,9
212pondi,לזה,9
212pondi,למחבלים,9
212pondi,לפי,9
212pondi,לרעה,9
212pondi,מודה,9
212pondi,מחאת,9
212pondi,מחדש,9
212pondi,מעולה,9
212pondi,מערכת,9
212pondi,מת,9
212pondi,מתוכנן,9
212pondi,נאלח,9
212pondi,סמולנית,9
212pondi,עשית,9
212pondi,קטן,9
212pondi,שלי,9
212pondi,שני,9
212pondi,שקט,9
212pondi,תפילין,9
212pondi,אלה,8
212pondi,אמיתי,8
212pondi,בגץ,8
212pondi,בוקר,8
212pondi,במדינה,8
212pondi,בן,8
212pondi,בשביל,8
212pondi,דיאם,8
212pondi,דף,8
212pondi,הגדול,8
212pondi,הגדולה,8
212pondi,החוק,8
212pondi,הכבוד,8
212pondi,הלוואי,8
212pondi,המסרים,8
212pondi,הסמולנים,8
212pondi,העוקב,8
212pondi,השררה,8
212pondi,וערוצי,8
212pondi,חזק,8
212pondi,חשוב,8
212pondi,יאפס,8
212pondi,ידי,8
212pondi,ידענו,8
212pondi,יכול,8
212pondi,ימניים,8
212pondi,יקר,8
212pondi,כבוד,8
212pondi,כנסת,8
212pondi,לבית,8
212pondi,להפיל,8
212pondi,לחזור,8
212pondi,ללא,8
212pondi,למען,8
212pondi,לפיד,8
212pondi,לרגע,8
212pondi,מבית,8
212pondi,מותר,8
212pondi,משהו,8
212pondi,משטרת,8
212pondi,משלמים,8
212pondi,מתים,8
212pondi,נקודה,8
212pondi,סינוואר,8
212pondi,עוכרי,8
212pondi,צפות,8
212pondi,ראינו,8
212pondi,שאנחנו,8
212pondi,שיהיה,8
212pondi,שליט,8
212pondi,תלמדו,8
212pondi,תעמולה,8
212pondi,אחרים,7
212pondi,איראני,7
212pondi,אלוף,7
212pondi,אלמוג,7
212pondi,אשר,7
212pondi,בבית,7
212pondi,בדיאם,7
212pondi,ביותר,7
212pondi,ביידן,7
212pondi,בכנסת,7
212pondi,בסדר,7
212pondi,בעד,7
212pondi,דונם,7
212pondi,די,7
212pondi,האויב,7
212pondi,הבדל,7
212pondi,הבוגד,7
212pondi,הבית,7
212pondi,הברית,7
212pondi,הולכים,7
212pondi,החיים,7
212pondi,החלאות,7
212pondi,המון,7
212pondi,הערבי,7
212pondi,הפעם,7
212pondi,הראשון,7
212pondi,הרבה,7
212pondi,השר,7
212pondi,ועד,7
212pondi,ועוד,7
212pondi,זירה,7
212pondi,חבל,7
212pondi,חזיר,7
212pondi,חיות,7
212pondi,חמור,7
212pondi,טובה,7
212pondi,יאיר,7
212pondi,ימין,7
212pondi,כוח,7
212pondi,כח,7
212pondi,כן,7
212pondi,לאומי,7
212pondi,לבד,7
212pondi,לבטל,7
212pondi,לבנון,7
212pondi,לגור,7
212pondi,להעביר,7
212pondi,להעיף,7
212pondi,לחטופים,7
212pondi,לישראל,7
212pondi,לכאן,7
212pondi,למדינה,7
212pondi,למדינת,7
212pondi,לשחרר,7
212pondi,לשכת,7
212pondi,לשתף,7
212pondi,מהטבח,7
212pondi,מהיום,7
212pondi,מהצד,7
212pondi,מחמאס,7
212pondi,מכל,7
212pondi,מנהרות,7
212pondi,מני,7
212pondi,מקבל,7
212pondi,מקום,7
212pondi,משמעית,7
212pondi,משפט,7
212pondi,מתועד,7
212pondi,נותן,7
212pondi,ניתן,7
212pondi,נשאר,7
212pondi,נתן,7
212pondi,סיוע,7
212pondi,סמול,7
212pondi,עברו,7
212pondi,עולם,7
212pondi,עלי,7
212pondi,עליך,7
212pondi,פוליטי,7
212pondi,קשר,7
212pondi,ראשון,7
212pondi,רבים,7
212pondi,רונן,7
212pondi,רצוף,7
212pondi,שאלה,7
212pondi,שהביאו,7
212pondi,שעשו,7
212pondi,שקרים,7
212pondi,תזכורת,7
212pondi,תיעוד,7
212pondi,תמורת,7
212pondi,תקבל,7
212pondi,אבא,6
212pondi,אהרון,6
212pondi,אוהב,6
212pondi,אולמרט,6
212pondi,אומרים,6
212pondi,אזרחי,6
212pondi,אירוע,6
212pondi,איש,6
212pondi,אכן,6
212pondi,אלא,6
212pondi,אמת,6
212pondi,אשם,6
212pondi,באמצע,6
212pondi,בדרום,6
212pondi,בהחלט,6
212pondi,בהתאם,6
212pondi,בחמאס,6
212pondi,בטבח,6
212pondi,בטוויטר,6
212pondi,בלחץ,6
212pondi,בפרצוף,6
212pondi,בצד,6
212pondi,בצפון,6
212pondi,בר,6
212pondi,בראש,6
212pondi,דרך,6
212pondi,הבאתם,6
212pondi,הבחור,6
212pondi,הביאו,6
212pondi,הביטוי,6
212pondi,הביטחון,6
212pondi,הדרך,6
212pondi,ההבדל,6
212pondi,ההתחלה,6
212pondi,הזבל,6
212pondi,החינוך,6
212pondi,הידיים,6
212pondi,הלחימה,6
212pondi,הלילה,6
212pondi,הנאצים,6
212pondi,הנחש,6
212pondi,הסיפור,6
212pondi,העביר,6
212pondi,הערוצים,6
212pondi,הפיך,6
212pondi,הצפון,6
212pondi,הרמטכ,6
212pondi,הרצחני,6
212pondi,השאלה,6
212pondi,השטן,6
212pondi,התחיל,6
212pondi,התעמולה,6
212pondi,ובכל,6
212pondi,וזו,6
212pondi,ויהי,6
212pondi,ולחשוב,6
212pondi,ועל,6
212pondi,ושומרון,6
212pondi,זבל,6
212pondi,חבר,6
212pondi,חולה,6
212pondi,חיילי,6
212pondi,חסר,6
212pondi,חצי,6
212pondi,טילים,6
212pondi,טינופת,6
212pondi,ים,6
212pondi,כבישים,6
212pondi,כייף,6
212pondi,לטבח,6
212pondi,לייק,6
212pondi,לכלא,6
212pondi,לנשק,6
212pondi,לעם,6
212pondi,לפרק,6
212pondi,לראות,6
212pondi,מביאים,6
212pondi,מדויק,6
212pondi,מהבית,6
212pondi,מוח,6
212pondi,מטומטמים,6
212pondi,מכוון,6
212pondi,מנע,6
212pondi,מעט,6
212pondi,מפחדים,6
212pondi,נזקים,6
212pondi,נפל,6
212pondi,נראים,6
212pondi,נרצחו,6
212pondi,סיבוב,6
212pondi,סמולני,6
212pondi,סמים,6
212pondi,עוזר,6
212pondi,עיתון,6
212pondi,עסקת,6
212pondi,עצמם,6
212pondi,פוליטיים,6
212pondi,פועלים,6
212pondi,פח,6
212pondi,פלסטינית,6
212pondi,פעילת,6
212pondi,צורך,6
212pondi,צפו,6
212pondi,צריכים,6
212pondi,קורה,6
212pondi,קיבלנו,6
212pondi,קרוב,6
212pondi,קשים,6
212pondi,קשת,6
212pondi,רבות,6
212pondi,שאני,6
212pondi,שהייתה,6
212pondi,שואלים,6
212pondi,שווה,6
212pondi,שוקן,6
212pondi,שכולם,6
212pondi,שלה,6
212pondi,שמח,6
212pondi,שנקרא,6
212pondi,שעה,6
212pondi,שקל,6
212pondi,תגיד,6
212pondi,תוך,6
212pondi,תחשוב,6
212pondi,תלכו,6
212pondi,תלמד,6
212pondi,gt,5
212pondi,the,5
212pondi,to,5
212pondi,אביב,5
212pondi,אומרת,5
212pondi,אזרח,5
212pondi,אזרחים,5
212pondi,אחריה,5
212pondi,איראן,5
212pondi,אלף,5
212pondi,אמא,5
212pondi,אמור,5
212pondi,אף,5
212pondi,ארה,5
212pondi,אתמול,5
212pondi,באיזה,5
212pondi,בארי,5
212pondi,בארץ,5
212pondi,בדוק,5
212pondi,בדרך,5
212pondi,בה,5
212pondi,בזה,5
212pondi,בחירות,5
212pondi,בידיים,5
212pondi,ביסמוט,5
212pondi,בירושלים,5
212pondi,בך,5
212pondi,בלב,5
212pondi,בלבנון,5
212pondi,במה,5
212pondi,בני,5
212pondi,בסמול,5
212pondi,בסרטון,5
212pondi,בעוטף,5
212pondi,בפעם,5
212pondi,בצמרת,5
212pondi,ברובם,5
212pondi,ברסלר,5
212pondi,בשטח,5
212pondi,בשם,5
212pondi,בתי,5
212pondi,גאון,5
212pondi,גרוע,5
212pondi,דיקטטורה,5
212pondi,האוויר,5
212pondi,הבגידה,5
212pondi,הבנת,5
212pondi,הגיעו,5
212pondi,החברתית,5
212pondi,החג,5
212pondi,החמאס,5
212pondi,היכן,5
212pondi,היקר,5
212pondi,הכוח,5
212pondi,הלב,5
212pondi,המוח,5
212pondi,המצב,5
212pondi,המציאות,5
212pondi,הנכון,5
212pondi,הספק,5
212pondi,הסרטן,5
212pondi,העבירו,5
212pondi,הרצועה,5
212pondi,התוצאות,5
212pondi,ואם,5
212pondi,ובטח,5
212pondi,וואלה,5
212pondi,ויש,5
212pondi,ומי,5
212pondi,ועדיין,5
212pondi,חדשה,5
212pondi,חוסל,5
212pondi,חוקי,5
212pondi,חטופים,5
212pondi,חייב,5
212pondi,חייבת,5
212pondi,חלול,5
212pondi,חמישי,5
212pondi,חשבון,5
212pondi,חשמל,5
212pondi,טיפול,5
212pondi,טיפש,5
212pondi,יהודה,5
212pondi,יכולה,5
212pondi,יעקב,5
212pondi,יצא,5
212pondi,כאוס,5
212pondi,כהן,5
212pondi,כואב,5
212pondi,כזו,5
212pondi,ככל,5
212pondi,כנסי,5
212pondi,כרגע,5
212pondi,כת,5
212pondi,לאחר,5
212pondi,לאף,5
212pondi,לדף,5
212pondi,להגיע,5
212pondi,להכנס,5
212pondi,לחלאות,5
212pondi,לטפח,5
212pondi,למדת,5
212pondi,למות,5
212pondi,למציאות,5
212pondi,לנהל,5
212pondi,לעצור,5
212pondi,לפנות,5
212pondi,לקיבוץ,5
212pondi,לשלוט,5
212pondi,מאזן,5
212pondi,מבפנים,5
212pondi,מדווחים,5
212pondi,מהחוק,5
212pondi,מהחיים,5
212pondi,מוחמד,5
212pondi,מוכן,5
212pondi,מוצלח,5
212pondi,מזכיר,5
212pondi,מחכים,5
212pondi,מיד,5
212pondi,מידי,5
212pondi,מיליון,5
212pondi,מכאן,5
212pondi,ממך,5
212pondi,מממנים,5
212pondi,ממנה,5
212pondi,ממשלת,5
212pondi,מנצחים,5
212pondi,מסורס,5
212pondi,מצויין,5
212pondi,מצמרת,5
212pondi,מצרים,5
212pondi,מתחת,5
212pondi,נא,5
212pondi,נאצים,5
212pondi,ניר,5
212pondi,נכנסו,5
212pondi,נסלח,5
212pondi,נשכח,5
212pondi,נשלט,5
212pondi,סופר,5
212pondi,סך,5
212pondi,עבר,5
212pondi,עובד,5
212pondi,עולה,5
212pondi,עידוד,5
212pondi,עליהם,5
212pondi,עמוס,5
212pondi,ערב,5
212pondi,פדופילים,5
212pondi,פוליטית,5
212pondi,פוקס,5
212pondi,פטור,5
212pondi,פי,5
212pondi,פיצוץ,5
212pondi,פרועה,5
212pondi,פרסום,5
212pondi,ציוץ,5
212pondi,קודם,5
212pondi,קללות,5
212pondi,קמפיין,5
212pondi,קרה,5
212pondi,רואה,5
212pondi,רודף,5
212pondi,רושמים,5
212pondi,רצח,5
212pondi,שגם,5
212pondi,שואל,5
212pondi,שחמאס,5
212pondi,שטויות,5
212pondi,שכמותך,5
212pondi,שליטה,5
212pondi,שצריך,5
212pondi,שקלים,5
212pondi,שקרנים,5
212pondi,שתדעו,5
212pondi,תחזור,5
212pondi,תן,5
212pondi,תענה,5
212pondi,תתפטר,5
212pondi,rpg,4
212pondi,tiktok,4
212pondi,אדומים,4
212pondi,אדם,4
212pondi,אוי,4
212pondi,אויבי,4
212pondi,אוכל,4
212pondi,אוליי,4
212pondi,אור,4
212pondi,אותי,4
212pondi,אחלה,4
212pondi,אחריות,4
212pondi,אירגון,4
212pondi,אירגוני,4
212pondi,אליך,4
212pondi,אמרתי,4
212pondi,אנו,4
212pondi,אסונות,4
212pondi,אפסים,4
212pondi,אפשטיין,4
212pondi,אצלינו,4
212pondi,ארגוני,4
212pondi,ארוכה,4
212pondi,באולפנים,4
212pondi,באים,4
212pondi,בארצות,4
212pondi,בבקשה,4
212pondi,בדיחה,4
212pondi,בדיחות,4
212pondi,בהלם,4
212pondi,בוגר,4
212pondi,בול,4
212pondi,בידי,4
212pondi,בימים,4
212pondi,בכוח,4
212pondi,במלחמות,4
212pondi,במשך,4
212pondi,בנימין,4
212pondi,בעם,4
212pondi,בעקבות,4
212pondi,בערוץ,4
212pondi,בקרב,4
212pondi,ברגע,4
212pondi,ברדוגו,4
212pondi,ברצועה,4
212pondi,ברשת,4
212pondi,בשנה,4
212pondi,בתקיפת,4
212pondi,גברת,4
212pondi,גדולה,4
212pondi,גדעון,4
212pondi,גורם,4
212pondi,גורמים,4
212pondi,גיס,4
212pondi,גרועים,4
212pondi,דו,4
212pondi,דולר,4
212pondi,דיווחים,4
212pondi,דמוקרטית,4
212pondi,דרעי,4
212pondi,דת,4
212pondi,האזרחים,4
212pondi,האחרון,4
212pondi,האחרונים,4
212pondi,האיסלאם,4
212pondi,הבטיחה,4
212pondi,הביתה,4
212pondi,הבנתי,4
212pondi,הגיב,4
212pondi,הגיבורים,4
212pondi,הגירה,4
212pondi,הדבר,4
212pondi,ההסתה,4
212pondi,הומניטרי,4
212pondi,הוראה,4
212pondi,החזיר,4
212pondi,החיסול,4
212pondi,החמור,4
212pondi,היטלר,4
212pondi,היית,4
212pondi,הישראלי,4
212pondi,הכניסו,4
212pondi,הכסף,4
212pondi,הלך,4
212pondi,הלל,4
212pondi,המונים,4
212pondi,המחבלת,4
212pondi,המטומטם,4
212pondi,המלך,4
212pondi,המשטרה,4
212pondi,הנזק,4
212pondi,הספיק,4
212pondi,העוקבים,4
212pondi,העקרב,4
212pondi,הערב,4
212pondi,הפדופיל,4
212pondi,הפוך,4
212pondi,הפך,4
212pondi,הפלא,4
212pondi,הפרד,4
212pondi,הפרקליטות,4
212pondi,הצורה,4
212pondi,הקיבוצים,4
212pondi,הקים,4
212pondi,הקריקטורה,4
212pondi,הרשת,4
212pondi,השביתו,4
212pondi,השהיד,4
212pondi,השקרים,4
212pondi,התאגיד,4
212pondi,התועבה,4
212pondi,התכוונת,4
212pondi,התקציביות,4
212pondi,התקשורת,4
212pondi,התרעלה,4
212pondi,ואחרי,4
212pondi,ואל,4
212pondi,וביבי,4
212pondi,ובעולם,4
212pondi,והיא,4
212pondi,והכל,4
212pondi,וחלק,4
212pondi,וכעת,4
ShbrYwsy,את,2143
ShbrYwsy,לא,1411
ShbrYwsy,של,1209
ShbrYwsy,על,998
ShbrYwsy,זה,864
ShbrYwsy,בבקשה,445
ShbrYwsy,כל,429
ShbrYwsy,ישראל,426
ShbrYwsy,עם,420
ShbrYwsy,יש,399
ShbrYwsy,נתניהו,293
ShbrYwsy,לי,292
ShbrYwsy,למה,285
ShbrYwsy,אין,271
ShbrYwsy,הזה,228
ShbrYwsy,גם,226
ShbrYwsy,עזה,222
ShbrYwsy,רק,213
ShbrYwsy,היא,212
ShbrYwsy,היה,202
ShbrYwsy,אותו,200
ShbrYwsy,בעזה,200
ShbrYwsy,מי,196
ShbrYwsy,החטופים,192
ShbrYwsy,אם,190
ShbrYwsy,צהל,180
ShbrYwsy,אל,160
ShbrYwsy,חמאס,160
ShbrYwsy,זאת,156
ShbrYwsy,בית,153
ShbrYwsy,בן,152
ShbrYwsy,rt,149
ShbrYwsy,כמו,147
ShbrYwsy,היום,144
ShbrYwsy,צריך,143
ShbrYwsy,עכשיו,142
ShbrYwsy,בישראל,140
ShbrYwsy,כדי,137
ShbrYwsy,ראש,137
ShbrYwsy,בין,135
ShbrYwsy,יותר,135
ShbrYwsy,לך,135
ShbrYwsy,החמאס,131
ShbrYwsy,לאוקטובר,131
ShbrYwsy,תראו,131
ShbrYwsy,להיות,130
ShbrYwsy,כך,129
ShbrYwsy,עוד,125
ShbrYwsy,נגד,122
ShbrYwsy,לנו,120
ShbrYwsy,שהוא,120
ShbrYwsy,עד,119
ShbrYwsy,בג,118
ShbrYwsy,שלי,115
ShbrYwsy,יודע,114
ShbrYwsy,יום,114
ShbrYwsy,הממשלה,113
ShbrYwsy,ללא,110
ShbrYwsy,ידי,108
ShbrYwsy,ולא,107
ShbrYwsy,אביב,105
ShbrYwsy,לכם,105
ShbrYwsy,ממש,105
ShbrYwsy,אתם,103
ShbrYwsy,אחד,102
ShbrYwsy,הזאת,102
ShbrYwsy,לו,102
ShbrYwsy,איך,101
ShbrYwsy,דע,99
ShbrYwsy,אותם,98
ShbrYwsy,התועבה,97
ShbrYwsy,אותי,95
ShbrYwsy,המדינה,95
ShbrYwsy,מאוד,95
ShbrYwsy,אחרי,93
ShbrYwsy,היו,92
ShbrYwsy,צפו,92
ShbrYwsy,החלאה,91
ShbrYwsy,המשפט,90
ShbrYwsy,טוב,90
ShbrYwsy,רוצה,90
ShbrYwsy,ככה,85
ShbrYwsy,לפני,85
ShbrYwsy,אפשר,84
ShbrYwsy,בני,84
ShbrYwsy,להם,82
ShbrYwsy,יונס,81
ShbrYwsy,כמה,81
ShbrYwsy,עושה,81
ShbrYwsy,יכול,80
ShbrYwsy,כן,80
ShbrYwsy,כבר,79
ShbrYwsy,שלו,79
ShbrYwsy,לעשות,78
ShbrYwsy,מחבלים,76
ShbrYwsy,שאני,76
ShbrYwsy,שלא,76
ShbrYwsy,אסור,75
ShbrYwsy,חיל,75
ShbrYwsy,פי,75
ShbrYwsy,צה,75
ShbrYwsy,שלנו,75
ShbrYwsy,בלי,74
ShbrYwsy,אותה,73
ShbrYwsy,איש,73
ShbrYwsy,ואני,73
ShbrYwsy,לפיד,73
ShbrYwsy,שלך,73
ShbrYwsy,יהודים,72
ShbrYwsy,ברק,71
ShbrYwsy,כולם,71
ShbrYwsy,לבנון,71
ShbrYwsy,בדרום,70
ShbrYwsy,יהודי,70
ShbrYwsy,מעניין,70
ShbrYwsy,האוויר,69
ShbrYwsy,המלחמה,69
ShbrYwsy,הרפורמה,69
ShbrYwsy,קשה,69
ShbrYwsy,כי,68
ShbrYwsy,משהו,68
ShbrYwsy,סינוואר,68
ShbrYwsy,הכל,66
ShbrYwsy,ביום,65
ShbrYwsy,שם,65
ShbrYwsy,גנץ,64
ShbrYwsy,היהודים,64
ShbrYwsy,לישראל,64
ShbrYwsy,לעזה,63
ShbrYwsy,מדינת,63
ShbrYwsy,תל,63
ShbrYwsy,בבית,62
ShbrYwsy,ביידן,62
ShbrYwsy,שנים,62
ShbrYwsy,אף,61
ShbrYwsy,הברית,61
ShbrYwsy,מול,61
ShbrYwsy,עושים,61
ShbrYwsy,המשפטית,60
ShbrYwsy,אמריקה,59
ShbrYwsy,המחבלים,59
ShbrYwsy,העם,59
ShbrYwsy,השמאל,59
ShbrYwsy,מישהו,59
ShbrYwsy,נכון,59
ShbrYwsy,בגלל,58
ShbrYwsy,זהו,58
